order_item_id,order_id,item_id,quantity,unit_price
246,82,98,1,93
247,82,96,2,60
248,82,97,3,55
249,83,68,3,70
250,83,71,1,70
251,83,67,3,54
252,83,70,1,98
253,83,69,3,93
254,84,85,1,95
255,85,77,1,136
256,86,78,2,97
257,86,83,3,160
258,86,81,3,245
259,86,82,1,83
260,87,28,1,89
261,88,109,1,84
262,89,37,2,32
263,89,33,3,243
264,89,34,3,121
265,90,107,3,90
266,91,54,2,90
267,91,57,2,56
268,91,55,1,127
269,92,13,2,37
270,92,12,1,153
271,92,18,3,60
272,92,14,3,77
273,92,10,3,149
274,93,18,2,60
275,94,85,1,95
276,94,89,1,96
277,95,42,3,98
278,96,110,2,56
279,96,109,2,84
280,97,63,3,149
281,97,62,3,87
282,97,65,2,68
283,97,66,2,201
284,97,61,1,34
285,98,24,3,99
286,99,37,2,32
287,99,31,2,95
288,99,32,1,35
289,99,36,2,204
290,100,89,1,96
291,100,85,1,95
292,100,86,3,278
293,101,58,3,133
294,101,54,2,90
295,101,53,2,34
296,102,24,1,99
297,102,22,2,152
298,102,19,3,56
299,102,23,1,130
300,102,20,3,51
301,103,111,1,95
302,103,109,3,84
303,103,108,3,101
304,103,110,1,56
305,104,77,2,136
306,104,78,1,97
307,104,83,3,160
308,105,85,2,95
309,105,84,1,35
310,106,6,1,95
311,106,4,3,57
312,106,1,3,125
313,107,114,2,56
314,107,115,1,91
315,108,121,2,56
316,108,119,1,65
317,108,118,2,49
318,109,83,1,160
319,109,82,1,83
320,109,81,2,245
321,110,50,1,96
322,111,29,3,121
323,111,30,3,267
324,111,26,3,183
325,111,27,2,231
326,112,34,3,121
327,113,82,2,83
328,113,78,1,97
329,113,79,1,35
330,113,80,3,82
331,114,2,1,130
332,114,9,3,136
333,114,6,2,95
334,114,4,3,57
335,114,1,1,125
336,115,13,3,37
337,116,48,2,161
338,117,67,1,54
339,117,71,3,70
340,118,83,3,160
341,119,106,3,100
342,119,105,1,88
343,119,101,1,58
344,120,102,3,57
345,120,105,1,88
346,120,106,2,100
347,121,53,1,34
348,122,34,1,121
349,122,35,1,76
350,122,37,3,32
351,123,64,2,163
352,123,66,2,201
353,124,34,1,121
354,124,33,2,243
355,124,32,2,35
356,124,36,1,204
357,124,37,3,32
358,125,48,3,161
359,125,46,3,204
360,125,51,2,63
361,125,50,1,96
362,126,71,3,70
363,126,68,2,70
364,127,63,3,149
365,127,66,1,201
366,128,76,1,90
367,128,75,1,64
368,128,72,1,56
369,128,74,1,93
370,128,73,1,67
371,129,127,1,68
372,130,44,3,33
373,130,38,1,94
374,130,41,3,164
375,130,45,1,235
376,131,74,2,93
377,131,76,1,90
378,132,78,2,97
379,132,82,1,83
380,132,83,3,160
381,133,16,1,96
382,133,14,1,77
383,133,18,2,60
384,133,11,1,136
385,133,15,3,59
386,134,76,3,90
387,135,109,1,84
388,135,110,3,56
389,135,108,3,101
390,136,89,3,96
391,136,88,3,158
392,136,85,3,95
393,136,86,2,278
394,136,84,2,35
395,137,124,1,51
396,137,126,2,37
397,138,53,1,34
398,138,58,3,133
399,138,57,2,56
400,138,59,3,81
401,139,100,3,83
402,139,98,3,93
403,140,61,2,34
404,140,63,2,149
405,140,64,3,163
406,140,66,3,201
407,141,115,1,91
408,142,3,3,78
409,142,4,3,57
410,142,7,2,35
411,143,13,3,37
412,143,12,2,153
413,144,7,1,35
414,144,5,2,145
415,145,18,2,60
416,145,11,2,136
417,145,12,2,153
418,145,14,3,77
419,145,17,3,109
420,146,51,1,63
421,146,46,1,204
422,146,49,1,98
423,146,48,1,161
424,147,82,3,83
425,148,66,1,201
426,148,61,1,34
427,148,63,1,149
428,149,81,2,245
429,150,110,3,56
430,150,107,3,90
431,150,109,3,84
432,150,108,2,101
433,151,33,2,243
434,151,34,2,121
435,151,32,2,35
436,152,112,1,66
437,152,116,2,92
438,153,76,1,90
439,153,72,1,56
440,154,10,2,149
441,154,17,1,109
442,154,18,1,60
443,154,14,3,77
444,155,113,1,103
445,155,115,1,91
446,155,112,1,66
447,156,121,1,56
448,156,119,2,65
449,157,71,2,70
450,157,69,1,93
451,157,68,2,70
452,158,107,1,90
453,158,111,1,95
454,158,108,3,101
455,159,86,1,278
456,160,82,2,83
457,160,80,2,82
458,160,81,1,245
459,160,79,3,35
460,160,83,3,160
461,161,70,2,98
462,161,71,2,70
463,162,109,1,84
464,163,58,2,133
465,163,53,2,34
466,163,59,3,81
467,163,56,3,140
468,164,72,3,56
469,165,50,2,96
470,165,51,3,63
471,165,48,3,161
472,165,47,3,174
473,166,108,1,101
474,166,110,3,56
475,166,111,2,95
476,166,109,2,84
477,167,100,2,83
478,167,97,2,55
479,168,9,2,136
480,169,20,3,51
481,170,36,1,204
482,171,118,2,49
483,171,121,2,56
484,171,120,2,35
485,171,122,1,58
486,172,98,2,93
487,173,66,3,201
488,173,64,2,163
489,173,61,3,34
490,173,63,3,149
491,173,62,1,87
492,174,127,1,68
493,175,92,3,37
494,175,95,3,262
495,175,93,1,139
496,176,120,2,35
497,177,108,2,101
498,177,110,1,56
499,177,107,3,90
500,177,109,2,84
501,177,111,1,95
502,178,88,2,158
503,179,96,3,60
504,179,97,2,55
505,179,99,1,95
506,180,110,1,56
507,180,109,2,84
508,180,107,1,90
509,180,108,3,101
510,181,3,2,78
511,181,9,2,136
512,181,7,2,35
513,181,5,2,145
514,182,32,3,35
515,182,33,1,243
516,182,35,3,76
517,182,37,2,32
518,183,71,1,70
519,183,67,1,54
520,183,69,3,93
521,184,100,2,83
522,184,98,1,93
523,184,96,3,60
524,184,97,1,55
525,185,9,1,136
526,185,1,3,125
527,185,5,3,145
528,185,4,2,57
529,185,6,3,95
530,186,76,1,90
531,186,72,1,56
532,186,73,2,67
533,187,76,1,90
534,188,103,2,102
535,188,105,2,88
536,188,104,1,89
537,188,101,3,58
538,189,85,1,95
539,189,89,1,96
540,190,46,2,204
541,190,52,1,32
542,191,125,3,55
543,191,127,3,68
544,191,124,1,51
545,191,123,1,47
546,192,42,1,98
547,192,40,2,275
548,192,39,1,114
549,192,38,1,94
550,192,45,2,235
551,193,94,3,177
552,193,90,3,99
553,193,93,2,139
554,193,92,2,37
555,194,126,1,37
556,194,127,1,68
557,194,124,2,51
558,194,125,3,55
559,195,34,1,121
560,195,33,1,243
561,195,31,1,95
562,195,35,1,76
563,195,32,1,35
564,196,120,1,35
565,197,99,1,95
566,197,96,1,60
567,197,97,2,55
568,197,100,2,83
569,198,46,2,204
570,198,47,2,174
571,199,4,2,57
572,199,3,3,78
573,199,5,2,145
574,200,42,1,98
575,200,40,3,275
576,200,41,3,164
577,201,106,1,100
578,201,102,3,57
579,201,101,1,58
580,201,105,1,88
581,202,22,1,152
582,203,119,3,65
583,203,122,3,58
584,203,121,1,56
585,203,118,3,49
586,204,45,1,235
587,205,89,1,96
588,205,84,1,35
589,205,85,2,95
590,205,88,3,158
591,205,87,2,133
592,206,100,2,83
593,206,97,3,55
594,206,98,2,93
595,206,96,2,60
596,207,70,2,98
597,207,67,2,54
598,207,69,1,93
599,207,71,2,70
600,207,68,2,70
601,208,1,3,125
602,208,7,1,35
603,208,4,1,57
604,209,29,2,121
605,209,27,3,231
606,209,30,1,267
607,209,28,2,89
608,209,25,2,94
609,210,7,3,35
610,210,2,1,130
611,210,9,1,136
612,210,8,3,56
613,211,89,1,96
614,211,87,2,133
615,211,85,3,95
616,211,88,2,158
617,211,86,3,278
618,212,30,1,267
619,212,27,3,231
620,212,25,1,94
621,212,28,2,89
622,213,73,1,67
623,214,127,2,68
624,214,126,2,37
625,214,123,1,47
626,214,124,1,51
627,214,125,2,55
628,215,123,2,47
629,215,127,3,68
630,215,125,1,55
631,216,116,3,92
632,217,36,3,204
633,218,99,1,95
634,218,97,2,55
635,218,96,2,60
636,218,100,1,83
637,218,98,2,93
638,219,20,2,51
639,220,96,1,60
640,220,98,3,93
641,220,99,3,95
642,220,97,3,55
643,221,14,2,77
644,222,99,3,95
645,222,97,3,55
646,223,32,3,35
647,224,56,3,140
648,224,60,1,126
649,224,58,3,133
650,224,55,1,127
651,225,74,1,93
652,225,72,3,56
653,225,73,1,67
654,226,10,1,149
655,226,12,3,153
656,226,18,2,60
657,226,15,3,59
658,227,108,3,101
659,227,109,2,84
660,227,111,3,95
661,227,110,2,56
662,228,81,3,245
663,228,82,2,83
664,228,79,2,35
665,228,80,2,82
666,228,77,1,136
667,229,121,2,56
668,229,122,3,58
669,229,120,3,35
670,230,85,1,95
671,230,84,2,35
672,230,89,2,96
673,230,87,1,133
674,230,88,3,158
675,231,10,3,149
676,231,15,1,59
677,231,13,2,37
678,231,17,3,109
679,232,124,2,51
680,232,127,3,68
681,232,126,1,37
682,232,123,3,47
683,232,125,3,55
684,233,124,2,51
685,233,127,3,68
686,233,123,3,47
687,233,126,2,37
688,234,107,3,90
689,235,48,2,161
690,235,50,1,96
691,236,86,3,278
692,236,87,2,133
693,236,85,2,95
694,236,89,1,96
695,236,88,2,158
696,237,99,1,95
697,237,96,2,60
698,238,14,1,77
699,238,11,3,136
700,239,73,2,67
701,239,74,3,93
702,239,72,2,56
703,240,59,1,81
704,241,117,1,89
705,241,115,1,91
706,241,113,2,103
707,242,14,1,77
708,243,73,1,67
709,244,10,1,149
710,244,15,2,59
711,244,14,1,77
712,245,69,3,93
713,245,70,1,98
714,245,68,1,70
715,246,82,1,83
716,246,77,3,136
717,246,78,2,97
718,246,80,3,82
719,247,110,2,56
720,248,17,1,109
721,248,15,3,59
722,248,12,2,153
723,248,18,2,60
724,248,10,3,149
725,249,30,1,267
726,249,28,1,89
727,249,27,2,231
728,249,29,1,121
729,250,114,2,56
730,250,116,2,92
731,251,12,2,153
732,251,11,2,136
733,252,100,2,83
734,252,96,1,60
735,252,99,1,95
736,253,30,1,267
737,253,29,1,121
738,254,80,2,82
739,254,77,3,136
740,254,78,3,97
741,255,51,3,63
742,255,47,2,174
743,255,48,2,161
744,255,52,2,32
745,256,29,1,121
746,256,30,1,267
747,256,26,2,183
748,257,66,2,201
749,257,63,2,149
750,258,68,2,70
751,258,67,2,54
752,258,71,1,70
753,259,28,2,89
754,260,45,1,235
755,260,44,3,33
756,260,40,1,275
757,261,77,1,136
758,261,78,2,97
759,261,79,1,35
760,261,81,2,245
761,262,79,1,35
762,262,80,2,82
763,262,78,3,97
764,262,81,1,245
765,263,76,1,90
766,263,73,1,67
767,263,72,3,56
768,264,23,2,130
769,264,19,1,56
770,264,20,3,51
771,264,24,2,99
772,265,126,2,37
773,265,123,3,47
774,266,71,3,70
775,267,124,1,51
776,267,123,1,47
777,267,127,1,68
778,267,125,2,55
779,268,120,3,35
780,269,123,1,47
781,269,127,2,68
782,270,73,2,67
783,270,72,1,56
784,270,75,1,64
785,270,76,3,90
786,271,14,2,77
787,271,12,1,153
788,271,11,1,136
789,271,10,3,149
790,271,16,2,96
791,272,91,1,88
792,273,92,2,37
793,273,91,2,88
794,273,90,3,99
795,273,93,3,139
796,273,95,3,262
797,274,1,3,125
798,274,3,3,78
799,274,9,2,136
800,274,2,3,130
801,275,123,2,47
802,275,124,3,51
803,276,10,1,149
804,277,113,3,103
805,277,115,1,91
806,277,116,2,92
807,278,120,3,35
808,278,119,1,65
809,278,122,3,58
810,278,118,2,49
811,278,121,2,56
812,279,98,3,93
813,279,99,2,95
814,279,97,1,55
815,280,103,1,102
816,280,101,1,58
817,280,102,1,57
818,280,105,3,88
819,280,106,1,100
820,281,123,3,47
821,281,127,3,68
822,281,125,1,55
823,281,126,2,37
824,282,50,3,96
825,283,89,3,96
826,283,88,1,158
827,283,84,3,35
828,283,87,1,133
829,284,127,3,68
830,284,126,2,37
831,285,76,2,90
832,285,73,1,67
833,286,108,3,101
834,286,107,2,90
835,286,110,3,56
836,286,111,3,95
837,286,109,1,84
838,287,15,2,59
839,287,17,2,109
840,287,10,1,149
841,288,48,1,161
842,288,51,2,63
843,288,47,2,174
844,288,46,3,204
845,288,49,1,98
846,289,111,1,95
847,289,110,2,56
848,289,109,1,84
849,289,108,2,101
850,290,81,1,245
851,291,95,3,262
852,291,90,2,99
853,291,91,2,88
854,292,44,3,33
855,292,38,3,94
856,292,43,2,259
857,293,29,3,121
858,293,30,3,267
859,293,28,1,89
860,293,26,2,183
861,294,118,1,49
862,295,125,2,55
863,295,124,2,51
864,295,123,1,47
865,295,127,3,68
866,296,107,1,90
867,296,109,2,84
868,296,108,3,101
869,296,111,1,95
870,296,110,2,56
871,297,110,2,56
872,297,109,3,84
873,298,27,3,231
874,298,30,3,267
875,298,29,1,121
876,298,26,2,183
877,299,31,2,95
878,300,80,2,82
879,300,78,2,97
880,301,127,1,68
881,301,123,2,47
882,301,126,2,37
883,301,125,1,55
884,301,124,3,51
885,302,92,2,37
886,302,95,2,262
887,302,91,3,88
888,302,90,1,99
889,303,12,3,153
890,303,13,3,37
891,304,46,2,204
892,304,47,3,174
893,304,51,1,63
894,305,27,3,231
895,306,83,3,160
896,306,82,3,83
897,307,88,3,158
898,307,87,3,133
899,307,86,1,278
900,308,25,1,94
901,308,28,2,89
902,308,27,2,231
903,308,29,2,121
904,308,30,2,267
905,309,111,3,95
906,310,109,2,84
907,310,110,1,56
908,310,107,2,90
909,310,108,1,101
910,310,111,3,95
911,311,61,2,34
912,311,62,3,87
913,312,19,3,56
914,312,23,2,130
915,312,22,1,152
916,312,21,3,132
917,312,24,1,99
918,313,122,2,58
919,313,120,2,35
920,314,67,1,54
921,314,71,3,70
922,314,69,1,93
923,314,68,2,70
924,314,70,1,98
925,315,85,2,95
926,315,88,2,158
927,315,86,1,278
928,315,84,1,35
929,315,89,2,96
930,316,17,2,109
931,316,14,2,77
932,316,10,2,149
933,316,15,1,59
934,317,78,2,97
935,317,80,2,82
936,318,49,2,98
937,319,28,2,89
938,319,30,3,267
939,319,25,2,94
940,320,49,1,98
941,320,51,2,63
942,320,47,2,174
943,320,46,2,204
944,321,83,2,160
945,321,79,2,35
946,321,82,3,83
947,322,24,3,99
948,322,20,1,51
949,322,21,1,132
950,322,22,1,152
951,323,85,3,95
952,323,89,2,96
953,323,84,3,35
954,323,87,3,133
955,324,125,3,55
956,324,124,3,51
957,324,126,3,37
958,325,17,1,109
959,325,12,3,153
960,325,15,1,59
961,325,14,3,77
962,325,13,2,37
963,326,111,2,95
964,326,107,2,90
965,326,110,2,56
966,326,109,1,84
967,326,108,3,101
968,327,32,3,35
969,327,31,3,95
970,328,121,2,56
971,328,120,2,35
972,328,119,2,65
973,328,118,3,49
974,328,122,2,58
975,329,109,3,84
976,329,110,3,56
977,329,108,2,101
978,329,107,2,90
979,330,122,2,58
980,331,83,3,160
981,331,80,3,82
982,331,77,3,136
983,332,123,2,47
984,332,124,1,51
985,332,127,1,68
986,332,126,1,37
987,332,125,2,55
988,333,121,1,56
989,334,42,2,98
990,335,6,1,95
991,335,7,3,35
992,336,116,2,92
993,336,117,3,89
994,337,10,3,149
995,338,120,3,35
996,339,33,3,243
997,339,32,2,35
998,339,35,2,76
999,339,31,3,95
1000,339,37,2,32
1001,340,85,2,95
1002,340,88,2,158
1003,340,84,1,35
1004,340,86,1,278
1005,340,87,1,133
1006,341,93,1,139
1007,342,6,1,95
1008,342,9,1,136
1009,342,7,2,35
1010,343,113,2,103
1011,343,116,1,92
1012,343,115,2,91
1013,343,114,2,56
1014,344,127,2,68
1015,345,90,3,99
1016,345,91,2,88
1017,345,92,3,37
1018,345,93,2,139
1019,346,74,2,93
1020,347,21,1,132
1021,347,20,2,51
1022,347,19,1,56
1023,348,9,2,136
1024,348,5,2,145
1025,348,1,3,125
1026,349,82,2,83
1027,349,80,3,82
1028,349,78,3,97
1029,350,81,2,245
1030,351,16,2,96
1031,351,14,3,77
1032,351,18,3,60
1033,352,16,1,96
1034,352,10,2,149
1035,353,86,3,278
1036,353,88,2,158
1037,353,84,3,35
1038,354,46,2,204
1039,354,50,3,96
1040,354,52,2,32
1041,354,51,3,63
1042,355,127,2,68
1043,355,126,1,37
1044,355,123,1,47
1045,356,125,2,55
1046,357,36,2,204
1047,358,25,3,94
1048,359,13,1,37
1049,359,15,2,59
1050,360,86,1,278
1051,361,56,1,140
1052,361,53,1,34
1053,361,59,1,81
1054,361,58,1,133
1055,362,16,3,96
1056,362,11,3,136
1057,362,15,3,59
1058,362,18,1,60
1059,362,10,2,149
1060,363,122,2,58
1061,364,27,2,231
1062,364,30,2,267
1063,365,123,3,47
1064,365,125,1,55
1065,366,36,3,204
1066,366,31,3,95
1067,366,35,1,76
1068,367,79,2,35
1069,367,83,3,160
1070,368,113,1,103
1071,368,112,3,66
1072,368,114,3,56
1073,368,116,2,92
1074,368,115,1,91
1075,369,43,1,259
1076,370,50,3,96
1077,370,52,1,32
1078,371,13,1,37
1079,372,112,3,66
1080,372,113,3,103
1081,372,117,2,89
1082,373,35,3,76
1083,373,33,3,243
1084,373,31,3,95
1085,373,34,1,121
1086,373,32,2,35
1087,374,86,1,278
1088,374,88,2,158
1089,374,85,2,95
1090,374,87,3,133
1091,375,42,1,98
1092,376,4,2,57
1093,376,7,2,35
1094,376,5,1,145
1095,377,44,2,33
1096,378,118,2,49
1097,378,120,2,35
1098,379,66,1,201
1099,379,64,2,163
1100,379,63,2,149
1101,379,65,1,68
1102,379,61,2,34
1103,380,100,3,83
1104,380,97,1,55
1105,380,96,1,60
1106,380,98,3,93
1107,380,99,3,95
1108,381,36,2,204
1109,381,35,3,76
1110,382,36,1,204
1111,383,113,3,103
1112,383,112,3,66
1113,383,117,2,89
1114,383,114,3,56
1115,383,115,1,91
1116,384,49,3,98
1117,384,48,3,161
1118,385,113,1,103
1119,385,115,3,91
1120,385,116,1,92
1121,385,114,3,56
1122,385,117,3,89
1123,386,78,3,97
1124,387,52,2,32
1125,387,48,2,161
1126,387,50,2,96
1127,388,96,1,60
1128,388,99,1,95
1129,388,100,1,83
1130,388,98,1,93
1131,389,112,1,66
1132,389,113,3,103
1133,389,117,1,89
1134,389,114,3,56
1135,389,115,1,91
1136,390,125,2,55
1137,390,124,3,51
1138,390,127,3,68
1139,390,126,1,37
1140,390,123,1,47
1141,391,68,2,70
1142,391,69,1,93
1143,391,70,2,98
1144,391,71,3,70
1145,392,33,3,243
1146,393,83,3,160
1147,394,74,2,93
1148,394,75,3,64
1149,394,76,1,90
1150,395,89,3,96
1151,395,87,3,133
1152,396,71,2,70
1153,396,69,1,93
1154,397,120,1,35
1155,397,122,1,58
1156,397,118,2,49
1157,397,121,2,56
1158,397,119,1,65
1159,398,123,2,47
1160,398,125,2,55
1161,398,124,3,51
1162,398,126,1,37
1163,399,110,3,56
1164,399,107,2,90
1165,399,111,1,95
1166,399,108,3,101
1167,399,109,3,84
1168,400,39,3,114
1169,400,41,3,164
1170,400,38,3,94
1171,401,10,1,149
1172,401,16,1,96
1173,401,15,2,59
1174,402,41,3,164
1175,402,40,1,275
1176,402,42,1,98
1177,402,38,3,94
1178,402,43,3,259
1179,403,118,3,49
1180,403,119,1,65
1181,403,122,2,58
1182,404,73,3,67
1183,404,76,1,90
1184,404,75,3,64
1185,404,72,3,56
1186,405,46,2,204
1187,405,50,1,96
1188,405,48,2,161
1189,406,39,2,114
1190,407,88,1,158
1191,407,84,2,35
1192,407,87,3,133
1193,407,86,2,278
1194,407,89,3,96
1195,408,127,3,68
1196,409,74,2,93
1197,410,62,2,87
1198,410,66,1,201
1199,410,61,1,34
1200,410,63,2,149
1201,410,64,2,163
1202,411,100,2,83
1203,411,99,2,95
1204,411,97,1,55
1205,412,5,3,145
1206,412,4,3,57
1207,412,6,3,95
1208,412,3,2,78
1209,412,9,1,136
1210,413,127,2,68
1211,414,35,2,76
1212,415,49,3,98
1213,415,50,1,96
1214,416,121,3,56
1215,416,118,3,49
1216,417,57,2,56
1217,417,54,2,90
1218,417,56,2,140
1219,418,28,2,89
1220,418,29,2,121
1221,418,30,2,267
1222,418,26,1,183
1223,419,125,1,55
1224,419,123,1,47
1225,420,8,3,56
1226,421,121,1,56
1227,421,122,1,58
1228,421,119,2,65
1229,421,118,2,49
1230,422,98,2,93
1231,422,99,1,95
1232,422,100,1,83
1233,422,96,1,60
1234,422,97,2,55
1235,423,107,2,90
1236,424,68,1,70
1237,424,69,3,93
1238,425,62,2,87
1239,425,64,3,163
1240,425,63,2,149
1241,425,65,2,68
1242,426,95,2,262
1243,426,91,2,88
1244,426,94,2,177
1245,427,115,1,91
1246,427,113,2,103
1247,427,114,2,56
1248,427,117,2,89
1249,428,19,3,56
1250,428,23,2,130
1251,428,20,1,51
1252,428,22,3,152
1253,428,24,3,99
1254,429,107,1,90
1255,429,110,3,56
1256,429,111,2,95
1257,429,108,3,101
1258,430,97,1,55
1259,430,99,3,95
1260,430,96,2,60
1261,430,100,2,83
1262,431,125,3,55
1263,431,123,1,47
1264,432,93,3,139
1265,432,90,3,99
1266,432,91,1,88
1267,432,94,1,177
1268,433,23,1,130
1269,433,22,2,152
1270,433,19,1,56
1271,434,86,2,278
1272,434,85,3,95
1273,434,84,3,35
1274,435,15,2,59
1275,435,17,1,109
1276,435,11,2,136
1277,436,87,1,133
1278,437,97,2,55
1279,437,100,2,83
1280,437,96,3,60
1281,437,98,2,93
1282,438,10,2,149
1283,438,18,3,60
1284,438,15,3,59
1285,439,88,3,158
1286,439,85,2,95
1287,439,87,2,133
1288,439,84,2,35
1289,439,89,2,96
1290,440,56,1,140
1291,440,58,1,133
1292,440,57,1,56
1293,440,59,2,81
1294,440,53,3,34
1295,441,88,3,158
1296,441,84,2,35
1297,442,35,3,76
1298,442,32,1,35
1299,442,37,3,32
1300,442,36,3,204
1301,443,8,3,56
1302,443,7,2,35
1303,443,5,3,145
1304,444,120,3,35
1305,444,118,2,49
1306,444,121,1,56
1307,444,122,2,58
1308,444,119,2,65
1309,445,49,3,98
1310,445,48,3,161
1311,445,47,3,174
1312,445,51,2,63
1313,446,49,3,98
1314,446,47,3,174
1315,446,46,1,204
1316,447,3,2,78
1317,447,6,3,95
1318,447,5,2,145
1319,447,9,1,136
1320,447,2,3,130
1321,448,88,2,158
1322,449,45,3,235
1323,449,39,3,114
1324,449,42,1,98
1325,449,38,1,94
1326,450,107,3,90
1327,450,108,2,101
1328,451,13,3,37
1329,451,14,3,77
1330,451,15,1,59
1331,451,11,2,136
1332,452,87,3,133
1333,452,88,1,158
1334,452,89,1,96
1335,452,86,2,278
1336,452,84,2,35
1337,453,99,3,95
1338,453,96,3,60
1339,453,97,3,55
1340,453,100,2,83
1341,454,110,2,56
1342,454,109,2,84
1343,454,108,1,101
1344,454,111,3,95
1345,455,87,3,133
1346,455,88,3,158
1347,455,89,3,96
1348,455,84,3,35
1349,455,86,2,278
1350,456,67,3,54
1351,457,60,2,126
1352,457,53,2,34
1353,458,89,3,96
1354,458,86,1,278
1355,458,84,2,35
1356,458,88,1,158
1357,458,87,2,133
1358,459,76,3,90
1359,459,75,1,64
