review_id,order_id,customer_id,restaurant_id,driver_id,rating,review_text,review_date
86,130,1510,6,202,5,Very fast delivery,2025-11-05 14:01:39
87,131,1683,11,28,4,Very fast delivery,2025-03-14 04:01:47
88,132,2142,12,41,4,Fresh food,2026-05-03 10:03:24
89,136,1482,13,15,5,Fresh food,2025-12-25 19:02:45
90,138,337,8,51,2,Cold food,2026-03-14 01:42:55
91,139,2257,15,18,4,Perfect experience,2026-06-15 05:30:33
92,142,2513,1,147,5,Highly recommended,2025-02-02 14:03:25
93,143,1973,2,98,5,Highly recommended,2025-04-11 05:22:06
94,144,2088,1,24,3,Food quality could be better,2024-07-15 09:45:04
95,146,62,7,266,5,Excellent service,2025-02-25 00:38:25
96,148,2923,9,111,2,Driver was rude,2025-04-03 18:07:47
97,149,1293,12,202,5,Food was delicious,2025-02-17 08:44:07
98,150,1471,17,11,5,Fresh food,2026-01-15 04:20:50
99,151,1378,5,272,3,Not worth the price,2025-04-13 20:26:57
100,152,391,18,24,4,Perfect experience,2025-03-10 04:06:04
101,153,651,11,251,3,Late delivery,2025-10-15 09:39:58
102,155,616,18,343,5,Very fast delivery,2025-06-08 14:58:21
103,157,1894,10,90,1,Wrong order,2025-03-15 21:31:57
104,159,2114,13,227,4,Fresh food,2026-04-03 02:34:49
105,161,2963,10,37,4,Driver was polite,2025-09-26 14:16:46
106,165,1209,7,314,5,Highly recommended,2025-07-12 06:30:45
107,167,289,15,159,4,Very fast delivery,2026-01-24 03:23:54
108,168,2946,1,262,4,Very fast delivery,2025-01-09 02:40:05
109,169,503,3,360,5,Food was delicious,2025-02-19 08:27:06
110,170,1687,5,135,4,Highly recommended,2026-07-09 10:05:17
111,172,2256,15,43,4,Very fast delivery,2025-12-21 17:05:35
112,173,1304,9,234,3,Late delivery,2025-11-22 21:39:11
113,178,2103,13,38,5,Perfect experience,2025-01-27 15:56:30
114,179,1199,15,317,5,Driver was polite,2025-08-10 05:32:02
115,180,326,17,206,3,Not worth the price,2025-10-20 03:04:01
116,181,2638,1,253,5,Food was delicious,2024-12-23 10:27:01
117,182,1579,5,271,5,Highly recommended,2025-04-09 13:44:09
118,185,1615,1,16,5,Perfect experience,2025-07-11 15:43:02
119,186,2956,11,230,5,Highly recommended,2024-08-08 11:14:46
120,187,1919,11,71,5,Excellent service,2025-02-02 15:13:40
121,188,1066,16,234,5,Perfect experience,2026-02-18 04:33:55
122,189,2394,13,351,4,Food was delicious,2025-04-02 02:20:06
123,190,888,7,200,2,Food quality could be better,2024-09-25 09:40:00
124,191,2394,20,97,5,Perfect experience,2024-09-28 13:59:43
125,192,576,6,232,4,Amazing restaurant,2024-09-18 09:24:17
126,193,1202,14,382,5,Amazing restaurant,2025-05-05 23:08:44
127,194,447,20,276,2,Wrong order,2026-01-22 11:44:13
128,196,2077,19,267,4,Food was delicious,2025-03-31 03:11:15
129,197,2544,15,176,2,Late delivery,2025-09-10 16:20:53
130,198,106,7,130,4,Excellent service,2025-09-26 01:27:16
131,200,2790,6,40,5,Highly recommended,2024-12-25 12:28:07
132,205,2338,13,218,5,Driver was polite,2025-03-30 21:44:51
133,207,2191,10,80,5,Driver was polite,2024-08-17 04:06:01
134,211,2710,13,50,2,Poor packaging,2024-09-09 13:19:23
135,212,1592,4,381,5,Perfect experience,2025-02-27 07:01:18
136,213,1587,11,365,3,Not worth the price,2025-02-17 16:06:05
137,214,386,20,30,5,Perfect experience,2025-12-21 03:49:33
138,217,1417,5,71,4,Highly recommended,2026-01-05 10:31:53
139,218,1103,15,330,4,Driver was polite,2025-11-06 23:57:06
140,220,2802,15,368,5,Amazing restaurant,2025-07-22 00:14:01
141,221,686,2,221,4,Driver was polite,2025-06-27 02:09:34
142,222,1612,15,260,4,Perfect experience,2025-05-15 19:03:37
143,224,1893,8,136,5,Amazing restaurant,2024-11-30 20:06:50
144,228,1032,12,69,5,Amazing restaurant,2025-04-17 01:21:30
145,230,210,13,213,5,Highly recommended,2025-02-14 01:20:15
146,234,2107,17,182,5,Fresh food,2026-01-02 01:59:32
147,235,762,7,65,4,Very fast delivery,2025-03-25 09:15:13
148,237,687,15,188,4,Very fast delivery,2024-08-17 23:12:19
149,238,1563,2,306,5,Driver was polite,2025-09-16 12:16:04
150,244,903,2,98,5,Highly recommended,2025-07-29 14:58:31
151,245,2712,10,238,5,Food was delicious,2025-10-02 02:27:27
152,246,1611,12,283,5,Excellent service,2024-12-03 14:49:27
153,247,2581,17,15,4,Perfect experience,2026-02-15 04:23:00
154,248,1586,2,224,4,Food was delicious,2026-02-17 16:53:10
155,252,1460,15,322,4,Fresh food,2025-03-12 08:43:05
156,253,1600,4,343,4,Excellent service,2025-12-27 17:51:00
157,254,2559,12,85,5,Fresh food,2025-06-26 23:23:16
158,255,1565,7,381,4,Amazing restaurant,2024-08-05 00:20:47
159,256,437,4,39,5,Excellent service,2025-11-02 22:33:00
160,259,1981,4,267,5,Perfect experience,2025-05-26 14:27:35
161,260,862,6,282,4,Driver was polite,2026-04-26 23:50:23
162,261,2020,12,59,5,Food was delicious,2026-06-11 22:33:33
163,262,575,12,87,4,Perfect experience,2025-08-30 19:39:55
164,263,1704,11,149,3,Poor packaging,2026-01-08 04:39:00
165,264,963,3,347,4,Perfect experience,2025-08-04 08:00:29
166,265,1649,20,265,3,Late delivery,2025-02-23 08:50:17
167,267,1350,20,35,5,Food was delicious,2025-08-18 00:23:09
168,269,1843,20,355,5,Excellent service,2025-05-11 23:46:52
169,270,1981,11,340,5,Very fast delivery,2025-03-27 18:34:49
170,271,1288,2,66,4,Highly recommended,2026-04-01 23:14:11
171,276,592,2,296,5,Very fast delivery,2025-08-13 19:55:12
172,278,2616,19,250,5,Highly recommended,2025-01-18 06:31:59
173,279,2228,15,263,4,Driver was polite,2026-06-05 13:56:12
174,280,2455,16,32,5,Excellent service,2025-04-07 19:23:28
175,281,397,20,38,5,Food was delicious,2025-10-19 05:09:19
176,283,789,13,321,3,Wrong order,2024-12-06 21:13:01
177,284,52,20,133,4,Amazing restaurant,2026-04-02 12:36:30
178,285,2273,11,130,5,Highly recommended,2025-09-25 18:04:02
179,286,2524,17,184,5,Perfect experience,2025-02-25 15:21:06
180,290,1510,12,319,2,Late delivery,2026-06-25 17:56:45
181,291,798,14,382,4,Driver was polite,2026-07-07 22:11:58
182,296,572,17,49,4,Very fast delivery,2025-06-18 05:05:27
183,298,439,4,251,4,Perfect experience,2025-10-21 07:41:58
184,300,605,12,48,1,Driver was rude,2025-06-09 15:48:51
185,301,386,20,233,4,Very fast delivery,2025-07-05 08:51:37
186,303,1541,2,53,5,Very fast delivery,2026-04-18 17:25:01
187,308,2451,4,103,5,Driver was polite,2024-08-18 14:15:17
188,309,1765,17,119,5,Food was delicious,2025-01-20 20:48:27
189,310,2306,17,119,4,Perfect experience,2024-12-21 22:48:56
190,314,1803,10,320,3,Food quality could be better,2024-07-23 11:21:46
191,315,2024,13,121,5,Excellent service,2025-01-10 23:39:46
192,316,2493,2,364,5,Food was delicious,2026-03-11 03:23:21
193,317,1239,12,40,5,Highly recommended,2026-01-04 07:29:47
194,318,1009,7,326,5,Fresh food,2025-08-02 10:26:37
195,320,2807,7,339,5,Very fast delivery,2024-08-16 18:34:54
196,321,10,12,304,5,Perfect experience,2025-11-29 00:16:07
197,324,2983,20,276,4,Fresh food,2025-11-08 17:56:46
198,325,2730,2,224,2,Not worth the price,2024-08-17 05:06:25
199,328,1091,19,334,4,Driver was polite,2026-05-23 03:27:11
200,329,2617,17,35,3,Poor packaging,2025-04-15 19:39:17
201,333,2286,19,347,4,Excellent service,2025-06-06 04:50:15
202,334,2862,6,282,5,Food was delicious,2024-07-22 19:59:49
203,335,2630,1,250,4,Perfect experience,2026-01-15 23:06:28
204,337,1884,2,110,4,Excellent service,2026-02-03 06:38:40
205,338,1576,19,334,5,Perfect experience,2026-07-13 09:54:08
206,339,1487,5,84,3,Average experience,2024-07-22 11:51:55
207,340,1623,13,207,3,Driver was rude,2025-06-09 13:09:16
208,341,1202,14,394,5,Excellent service,2026-04-25 11:29:23
209,342,802,1,360,5,Very fast delivery,2025-02-12 08:35:36
210,343,2904,18,113,5,Fresh food,2025-02-17 16:16:09
211,344,1711,20,235,4,Perfect experience,2026-03-02 20:23:31
212,345,2042,14,382,5,Excellent service,2026-03-13 06:01:02
213,346,2299,11,251,3,Average experience,2025-11-07 19:27:33
214,348,2126,1,51,5,Excellent service,2024-07-16 02:53:09
215,352,2606,2,175,3,Not worth the price,2026-02-04 11:58:49
216,355,904,20,30,5,Fresh food,2025-05-14 05:33:14
217,356,1767,20,372,5,Perfect experience,2025-12-11 23:58:07
218,357,2368,5,31,2,Late delivery,2025-05-17 01:02:50
219,358,2494,4,271,5,Excellent service,2025-08-06 21:54:14
220,359,2358,2,221,3,Poor packaging,2024-11-08 11:42:52
221,362,686,2,364,5,Excellent service,2024-07-18 10:03:04
222,365,2753,20,121,5,Fresh food,2024-07-19 02:19:05
223,367,2194,12,375,2,Average experience,2025-08-09 23:08:33
224,369,1877,6,299,5,Very fast delivery,2024-11-09 10:18:46
225,371,928,2,66,5,Excellent service,2026-02-27 19:58:28
226,372,138,18,129,3,Late delivery,2025-08-11 04:00:14
227,374,2887,13,390,5,Food was delicious,2026-03-05 14:53:09
228,375,1059,6,229,5,Highly recommended,2025-12-15 08:28:29
229,376,418,1,183,4,Food was delicious,2025-09-12 14:35:48
230,377,541,6,189,4,Perfect experience,2025-02-20 17:33:14
231,378,2713,19,25,5,Food was delicious,2024-11-04 00:04:22
232,379,967,9,378,5,Excellent service,2025-02-04 07:24:14
233,380,2740,15,180,4,Amazing restaurant,2026-01-01 21:32:05
234,382,1518,5,333,3,Driver was rude,2026-06-02 07:39:10
235,385,274,18,347,2,Late delivery,2025-08-02 18:40:11
236,386,1371,12,322,4,Very fast delivery,2025-02-18 18:59:42
237,387,2848,7,251,5,Food was delicious,2024-07-18 19:47:12
238,388,1277,15,163,5,Driver was polite,2025-06-24 03:46:03
239,390,2944,20,106,5,Excellent service,2026-04-12 15:40:09
240,391,1990,10,126,5,Amazing restaurant,2025-05-03 07:10:17
241,392,2956,5,123,3,Driver was rude,2025-07-30 22:57:59
242,394,1306,11,4,3,Not worth the price,2026-05-06 15:55:37
243,395,2574,13,227,2,Cold food,2026-02-15 06:02:43
244,397,2055,19,253,5,Perfect experience,2025-11-18 06:42:16
245,399,373,17,174,3,Poor packaging,2024-12-08 00:54:48
246,400,880,6,330,5,Driver was polite,2024-11-24 19:21:32
247,403,2723,19,335,4,Excellent service,2025-06-03 22:17:01
248,405,2852,7,329,5,Amazing restaurant,2026-06-10 17:43:01
249,406,862,6,356,3,Driver was rude,2026-05-13 22:23:44
250,409,2852,11,80,4,Perfect experience,2026-01-02 01:17:45
251,411,2290,15,324,4,Perfect experience,2025-05-26 00:52:55
252,415,2219,7,42,4,Excellent service,2026-06-09 14:30:29
253,417,2572,8,311,2,Average experience,2026-01-03 16:27:30
254,419,2258,20,327,5,Food was delicious,2026-01-29 12:25:49
255,420,229,1,349,4,Very fast delivery,2025-03-14 06:05:05
256,421,437,19,23,5,Very fast delivery,2025-05-19 19:16:01
257,422,1612,15,260,5,Fresh food,2025-10-03 12:22:57
258,424,1500,10,230,5,Highly recommended,2025-04-23 03:31:44
259,427,1871,18,34,5,Driver was polite,2026-03-30 19:27:24
260,430,809,15,48,4,Perfect experience,2026-05-11 19:39:01
261,431,904,20,35,5,Food was delicious,2025-07-23 22:54:09
262,434,1750,13,141,5,Driver was polite,2024-12-02 21:33:36
263,435,1854,2,399,3,Driver was rude,2026-06-12 20:24:03
264,436,2668,13,97,5,Fresh food,2025-06-19 14:03:10
265,438,2230,2,242,5,Driver was polite,2024-11-20 03:53:28
266,440,606,8,335,5,Perfect experience,2025-06-11 08:12:35
267,441,618,13,86,3,Food quality could be better,2024-09-13 21:55:02
268,443,1087,1,335,5,Driver was polite,2026-01-20 05:30:07
269,444,421,19,16,1,Average experience,2024-10-09 02:25:44
270,449,1021,6,40,2,Late delivery,2024-09-08 14:28:02
271,452,2984,13,115,4,Amazing restaurant,2024-09-05 05:32:10
272,453,2974,15,328,4,Amazing restaurant,2025-05-12 08:08:52
273,455,1031,13,185,3,Driver was rude,2025-06-28 15:16:13
274,456,1797,10,272,5,Excellent service,2025-07-07 03:58:15
275,457,1067,8,147,5,Highly recommended,2026-02-15 13:10:48
276,458,2404,13,206,5,Amazing restaurant,2026-03-20 18:08:19
277,461,2757,14,122,5,Driver was polite,2025-07-31 17:44:16
278,462,2267,9,12,3,Driver was rude,2026-02-09 17:03:18
279,463,664,9,357,4,Fresh food,2025-07-31 18:58:59
280,464,187,10,251,3,Average experience,2026-06-16 09:41:38
281,465,807,16,194,4,Very fast delivery,2026-05-29 22:03:03
282,468,2423,3,201,5,Food was delicious,2026-05-14 22:03:04
283,470,719,20,206,5,Fresh food,2026-06-05 03:23:46
284,473,1439,19,16,4,Very fast delivery,2026-01-23 14:51:15
285,474,1617,6,48,4,Excellent service,2025-05-06 19:28:49
286,475,360,10,65,2,Not worth the price,2025-01-07 05:19:27
287,477,675,14,382,4,Perfect experience,2025-09-27 19:16:01
288,478,2388,2,66,2,Cold food,2026-04-20 10:56:51
289,481,1622,8,135,5,Fresh food,2025-01-06 00:49:01
290,482,1664,5,79,2,Cold food,2025-09-04 20:49:42
291,483,887,18,349,4,Highly recommended,2026-05-14 09:00:29
292,484,1301,13,131,3,Late delivery,2024-11-23 20:11:44
293,485,347,3,199,4,Food was delicious,2025-08-30 16:32:41
294,486,1629,13,119,5,Excellent service,2024-09-25 01:30:52
295,487,1052,12,18,5,Driver was polite,2025-01-10 16:22:28
296,488,2134,15,283,5,Excellent service,2024-11-22 05:55:19
297,489,594,18,210,4,Driver was polite,2024-09-01 15:54:28
298,491,2613,1,367,4,Fresh food,2024-07-31 06:17:40
299,492,441,19,289,3,Not worth the price,2025-10-18 22:21:44
300,493,1020,13,259,5,Excellent service,2025-04-28 15:17:17
301,494,922,2,98,5,Driver was polite,2024-10-21 03:06:59
302,495,1422,15,48,5,Amazing restaurant,2025-04-30 13:12:11
303,496,153,1,326,5,Highly recommended,2025-03-08 18:52:51
304,497,181,19,226,4,Very fast delivery,2025-05-20 18:21:09
305,498,2214,20,1,4,Very fast delivery,2025-10-27 04:46:54
306,499,493,3,71,5,Fresh food,2024-08-17 07:23:14
307,502,2944,20,102,4,Driver was polite,2025-04-11 12:27:50
308,503,872,2,110,3,Driver was rude,2026-06-14 21:12:41
309,504,1119,10,168,4,Driver was polite,2026-02-23 23:02:45
310,505,839,17,119,2,Wrong order,2025-08-11 03:14:51
311,506,675,14,394,5,Fresh food,2025-05-13 00:48:27
312,508,1959,8,24,3,Wrong order,2025-04-23 01:35:08
313,512,790,16,234,4,Very fast delivery,2024-09-08 06:36:20
314,516,2132,2,94,2,Late delivery,2026-02-09 00:56:25
315,517,452,10,126,4,Fresh food,2025-10-17 04:13:58
316,518,1850,3,29,4,Driver was polite,2025-12-17 09:02:41
317,519,1019,20,182,5,Amazing restaurant,2025-01-07 22:32:53
318,523,1338,19,129,5,Perfect experience,2024-11-01 04:31:18
319,524,273,16,318,4,Food was delicious,2026-07-07 12:03:19
320,525,2797,11,21,5,Driver was polite,2025-05-24 19:03:16
321,527,1681,20,11,5,Amazing restaurant,2024-10-01 13:03:07
322,530,1582,17,172,4,Amazing restaurant,2024-09-26 21:52:27
323,531,2575,3,74,5,Fresh food,2025-05-19 18:48:15
324,533,1780,15,354,1,Cold food,2026-04-27 11:37:16
325,535,2526,14,382,5,Food was delicious,2026-04-18 15:33:36
326,537,2661,20,245,4,Driver was polite,2026-01-20 08:01:07
327,539,1501,11,29,4,Fresh food,2024-10-07 00:22:44
328,540,2583,19,16,4,Amazing restaurant,2025-08-27 15:38:17
329,542,958,13,313,5,Very fast delivery,2024-10-26 09:00:34
330,543,1894,4,90,5,Very fast delivery,2024-09-26 02:45:51
331,544,505,2,57,5,Driver was polite,2026-05-14 21:58:02
332,545,2786,5,289,4,Amazing restaurant,2024-11-21 02:50:17
333,546,1011,7,274,3,Wrong order,2026-05-03 10:38:21
334,547,675,14,122,3,Food quality could be better,2025-06-16 22:33:15
335,548,1948,2,128,3,Late delivery,2026-01-13 04:50:30
336,549,1574,6,248,4,Excellent service,2025-10-23 17:30:01
337,550,1038,17,30,5,Perfect experience,2024-11-02 03:25:07
338,551,701,8,28,5,Very fast delivery,2024-08-27 19:40:35
339,552,749,19,28,4,Perfect experience,2025-06-16 09:29:40
340,553,2965,11,226,5,Perfect experience,2024-09-02 22:15:44
341,554,1702,3,135,4,Very fast delivery,2024-11-19 14:52:09
342,555,968,1,4,1,Poor packaging,2026-02-05 10:29:26
343,556,2641,7,164,5,Amazing restaurant,2025-01-07 11:43:11
344,558,168,12,330,4,Fresh food,2024-11-11 09:49:30
345,560,988,15,3,5,Excellent service,2026-01-29 02:47:16
346,561,48,6,180,5,Fresh food,2024-12-18 18:20:42
347,562,286,7,257,5,Excellent service,2024-09-29 09:06:10
348,563,2741,10,126,3,Poor packaging,2026-06-16 07:17:59
349,565,2130,8,161,3,Food quality could be better,2025-09-26 02:02:00
350,566,2414,11,183,1,Driver was rude,2025-02-24 12:58:02
351,568,479,18,209,3,Poor packaging,2025-03-22 10:28:01
352,569,2272,3,274,3,Not worth the price,2025-10-17 17:08:32
353,571,2730,2,255,5,Excellent service,2026-02-22 14:14:59
354,575,2165,13,213,4,Perfect experience,2025-11-20 19:14:05
355,576,184,10,79,5,Very fast delivery,2026-03-28 02:55:41
356,577,1775,19,320,5,Food was delicious,2025-07-26 10:17:33
357,578,1427,2,223,3,Driver was rude,2026-06-30 12:51:02
358,579,2236,19,339,2,Wrong order,2025-11-20 10:35:11
359,580,2827,17,345,4,Perfect experience,2024-10-08 06:30:49
360,582,1791,4,46,5,Very fast delivery,2025-02-17 04:43:28
361,584,2052,16,234,4,Highly recommended,2026-07-07 05:44:22
362,585,1287,12,138,4,Amazing restaurant,2026-01-05 14:24:09
363,586,924,5,311,2,Poor packaging,2024-08-14 15:18:04
364,590,181,1,320,5,Amazing restaurant,2026-06-06 02:13:29
365,592,1322,17,207,5,Excellent service,2025-04-11 10:55:32
366,596,2943,6,87,3,Wrong order,2025-06-13 09:37:14
367,598,1751,2,221,3,Driver was rude,2024-09-27 06:50:44
368,599,1076,6,275,5,Very fast delivery,2025-09-07 17:03:53
369,600,1470,15,263,2,Wrong order,2025-01-26 06:18:19
370,601,11,12,354,5,Food was delicious,2025-09-12 16:52:39
371,602,2640,16,353,5,Food was delicious,2026-02-06 15:14:43
372,603,1706,11,28,3,Poor packaging,2024-08-25 21:31:51
373,605,1157,7,334,5,Driver was polite,2026-04-21 01:06:25
374,606,1681,20,50,5,Food was delicious,2025-09-12 21:33:26
375,607,1310,15,317,5,Amazing restaurant,2026-06-06 03:06:26
376,609,15,11,123,3,Average experience,2026-01-27 15:52:35
377,611,1822,5,4,5,Very fast delivery,2025-09-12 05:32:09
378,612,208,9,191,4,Highly recommended,2025-08-25 21:43:05
379,614,2151,2,306,2,Poor packaging,2025-12-05 00:21:52
380,618,578,2,255,4,Food was delicious,2025-03-31 05:10:04
381,619,1361,20,106,4,Amazing restaurant,2024-08-07 23:53:42
382,620,2285,16,12,4,Driver was polite,2025-02-06 08:14:14
383,621,1262,20,97,4,Very fast delivery,2025-06-15 16:54:58
384,623,2093,20,287,4,Amazing restaurant,2025-12-16 14:53:30
385,624,729,20,233,5,Food was delicious,2026-04-12 07:32:33
386,625,663,11,325,4,Fresh food,2024-12-08 08:20:34
387,626,1576,8,99,5,Perfect experience,2025-04-08 09:40:43
388,627,971,6,317,2,Wrong order,2025-03-08 14:38:53
389,631,2912,19,271,5,Very fast delivery,2025-08-03 14:31:18
390,633,2729,16,352,4,Amazing restaurant,2024-07-30 18:07:25
391,636,1915,3,326,4,Driver was polite,2024-07-16 15:14:52
392,637,802,5,343,4,Very fast delivery,2024-10-24 20:29:14
393,640,2332,5,334,5,Driver was polite,2025-10-27 23:48:39
394,643,1360,15,189,4,Amazing restaurant,2025-08-21 03:08:01
395,644,1120,2,98,5,Perfect experience,2024-11-10 03:22:14
396,646,2505,10,135,4,Very fast delivery,2026-03-10 05:45:46
397,648,1464,19,320,5,Driver was polite,2025-02-02 22:33:17
398,649,1981,19,339,5,Food was delicious,2024-10-09 22:49:30
399,650,357,9,357,5,Very fast delivery,2026-04-17 04:56:08
400,652,494,7,126,3,Late delivery,2026-03-22 00:29:28
401,657,2011,2,98,4,Very fast delivery,2026-04-06 01:47:27
402,658,1524,13,256,4,Food was delicious,2025-08-23 19:00:54
403,659,1920,12,138,5,Highly recommended,2024-12-10 20:07:56
404,664,2356,13,11,1,Food quality could be better,2025-06-28 00:24:51
405,665,866,11,362,3,Not worth the price,2025-05-12 01:56:07
406,666,2656,3,311,5,Very fast delivery,2026-06-13 20:40:11
407,667,1259,16,72,5,Fresh food,2024-10-19 02:24:48
408,668,1933,8,96,3,Not worth the price,2025-01-07 04:38:43
409,669,2060,17,114,4,Perfect experience,2024-10-15 18:56:58
410,670,2743,4,238,5,Food was delicious,2025-06-06 09:54:36
411,671,828,20,218,5,Driver was polite,2024-07-24 17:10:56
412,672,476,3,365,2,Poor packaging,2026-06-18 06:48:57
413,674,13,5,145,5,Fresh food,2024-10-21 15:00:46
414,676,356,4,326,3,Poor packaging,2026-06-17 21:11:24
415,677,205,20,265,2,Driver was rude,2026-06-12 07:19:50
416,679,2481,2,221,3,Cold food,2025-07-12 15:08:17
417,683,790,16,234,4,Driver was polite,2025-04-10 07:07:23
418,684,2284,19,123,4,Food was delicious,2025-04-09 04:07:02
419,685,746,10,200,3,Poor packaging,2025-12-14 14:13:01
420,686,944,6,319,5,Fresh food,2026-01-22 10:23:06
421,687,2179,16,291,4,Fresh food,2026-06-10 05:16:37
422,688,1681,20,174,5,Highly recommended,2025-02-14 10:30:37
423,691,268,12,180,5,Excellent service,2024-11-06 05:13:52
424,692,67,8,84,1,Food quality could be better,2024-08-18 04:09:04
425,693,511,2,223,1,Poor packaging,2025-06-05 22:44:33
426,695,419,2,92,5,Very fast delivery,2024-11-19 00:34:03
