order_id,customer_id,restaurant_id,driver_id,order_datetime,delivery_datetime,order_status,payment_method,delivery_fee
156,2033,19,179,2025-02-09 01:16:10,2025-02-09 02:07:10,Delivered,Card,25
157,1894,10,90,2025-03-15 21:09:57,2025-03-15 21:31:57,Delivered,Wallet,20
158,2573,17,93,2026-05-11 13:17:07,2026-05-11 14:17:07,Delivered,Card,30
159,2114,13,227,2026-04-03 01:48:49,2026-04-03 02:34:49,Delivered,Cash,25
160,869,12,260,2024-12-02 00:04:28,2024-12-02 00:32:28,Delivered,Card,35
161,2963,10,37,2025-09-26 13:25:46,2025-09-26 14:16:46,Delivered,Cash,25
162,1238,17,227,2024-10-18 03:39:47,2024-10-18 04:05:47,Delivered,Card,25
163,348,8,329,2024-10-18 09:40:21,2024-10-18 10:17:21,Cancelled,Card,15
164,812,11,400,2026-01-20 09:53:13,2026-01-20 10:50:13,Delivered,Card,35
165,1209,7,314,2025-07-12 05:20:45,2025-07-12 06:30:45,Delivered,Card,15
166,287,17,327,2025-08-26 00:53:27,2025-08-26 01:43:27,Delivered,Card,25
167,289,15,159,2026-01-24 02:11:54,2026-01-24 03:23:54,Delivered,Card,25
168,2946,1,262,2025-01-09 01:57:05,2025-01-09 02:40:05,Delivered,Wallet,20
169,503,3,360,2025-02-19 07:33:06,2025-02-19 08:27:06,Delivered,Wallet,15
170,1687,5,135,2026-07-09 09:26:17,2026-07-09 10:05:17,Delivered,Cash,20
171,2004,19,21,2025-10-24 04:23:49,2025-10-24 05:23:49,Delivered,Cash,20
172,2256,15,43,2025-12-21 16:15:35,2025-12-21 17:05:35,Delivered,Cash,35
173,1304,9,234,2025-11-22 21:14:11,2025-11-22 21:39:11,Delivered,Cash,25
174,2071,20,207,2024-11-22 13:48:09,2024-11-22 14:21:09,Delivered,Cash,25
175,2757,14,382,2025-10-26 08:48:39,2025-10-26 09:24:39,Delivered,Cash,35
176,2148,19,129,2025-09-16 01:59:14,2025-09-16 02:19:14,Delivered,Cash,15
177,2564,17,1,2025-05-30 02:24:41,2025-05-30 02:45:41,Delivered,Card,20
178,2103,13,38,2025-01-27 15:28:30,2025-01-27 15:56:30,Delivered,Card,15
179,1199,15,317,2025-08-10 04:24:02,2025-08-10 05:32:02,Delivered,Card,15
180,326,17,206,2025-10-20 02:15:01,2025-10-20 03:04:01,Delivered,Card,30
181,2638,1,253,2024-12-23 09:45:01,2024-12-23 10:27:01,Delivered,Cash,35
182,1579,5,271,2025-04-09 12:35:09,2025-04-09 13:44:09,Delivered,Cash,25
183,2077,10,171,2026-07-10 06:23:19,2026-07-10 06:44:19,Delivered,Card,25
184,1043,15,85,2026-05-28 15:56:22,2026-05-28 16:41:22,Delivered,Wallet,20
185,1615,1,16,2025-07-11 14:58:02,2025-07-11 15:43:02,Delivered,Card,35
186,2956,11,230,2024-08-08 10:32:46,2024-08-08 11:14:46,Delivered,Card,25
187,1919,11,71,2025-02-02 14:24:40,2025-02-02 15:13:40,Delivered,Card,15
188,1066,16,234,2026-02-18 03:45:55,2026-02-18 04:33:55,Delivered,Card,35
189,2394,13,351,2025-04-02 01:21:06,2025-04-02 02:20:06,Delivered,Cash,15
190,888,7,200,2024-09-25 08:50:00,2024-09-25 09:40:00,Delivered,Card,30
191,2394,20,97,2024-09-28 13:31:43,2024-09-28 13:59:43,Delivered,Cash,35
192,576,6,232,2024-09-18 08:58:17,2024-09-18 09:24:17,Delivered,Cash,15
193,1202,14,382,2025-05-05 21:59:44,2025-05-05 23:08:44,Delivered,Cash,25
194,447,20,276,2026-01-22 10:36:13,2026-01-22 11:44:13,Delivered,Card,15
195,2149,5,272,2026-06-26 18:38:36,2026-06-26 19:46:36,Delivered,Cash,25
196,2077,19,267,2025-03-31 02:37:15,2025-03-31 03:11:15,Delivered,Cash,35
197,2544,15,176,2025-09-10 15:31:53,2025-09-10 16:20:53,Delivered,Cash,20
198,106,7,130,2025-09-26 00:22:16,2025-09-26 01:27:16,Delivered,Card,20
199,2820,1,129,2026-02-17 04:32:12,2026-02-17 05:19:12,Delivered,Wallet,15
200,2790,6,40,2024-12-25 11:46:07,2024-12-25 12:28:07,Delivered,Card,15
201,1294,16,111,2025-12-31 20:23:15,2025-12-31 21:20:15,Delivered,Card,35
202,920,3,257,2026-01-13 01:25:51,2026-01-13 02:31:51,Delivered,Cash,20
203,2743,19,360,2026-01-01 07:21:23,2026-01-01 08:25:23,Delivered,Card,20
204,2916,6,319,2025-08-08 07:07:08,2025-08-08 08:17:08,Delivered,Card,30
205,2338,13,218,2025-03-30 20:57:51,2025-03-30 21:44:51,Delivered,Card,25
206,2623,15,81,2025-11-29 15:02:36,2025-11-29 15:42:36,Delivered,Cash,30
207,2191,10,80,2024-08-17 03:46:01,2024-08-17 04:06:01,Delivered,Card,35
208,1174,1,80,2025-01-27 12:19:02,2025-01-27 13:12:02,Cancelled,Wallet,20
209,2241,4,257,2024-09-03 22:00:52,2024-09-03 23:00:52,Delivered,Cash,35
210,1193,1,83,2024-11-15 03:36:25,2024-11-15 04:14:25,Delivered,Cash,20
211,2710,13,50,2024-09-09 12:42:23,2024-09-09 13:19:23,Delivered,Card,25
212,1592,4,381,2025-02-27 06:34:18,2025-02-27 07:01:18,Delivered,Cash,20
213,1587,11,365,2025-02-17 15:26:05,2025-02-17 16:06:05,Delivered,Cash,20
214,386,20,30,2025-12-21 03:09:33,2025-12-21 03:49:33,Delivered,Cash,20
215,794,20,10,2025-08-07 01:04:59,2025-08-07 01:52:59,Delivered,Cash,25
216,1862,18,34,2026-01-12 05:30:23,2026-01-12 06:04:23,Cancelled,Cash,30
217,1417,5,71,2026-01-05 10:06:53,2026-01-05 10:31:53,Delivered,Wallet,20
218,1103,15,330,2025-11-06 22:44:06,2025-11-06 23:57:06,Delivered,Card,30
219,792,3,369,2024-08-07 01:15:26,2024-08-07 01:37:26,Delivered,Card,30
220,2802,15,368,2025-07-21 23:21:01,2025-07-22 00:14:01,Delivered,Card,15
221,686,2,221,2025-06-27 01:07:34,2025-06-27 02:09:34,Delivered,Cash,30
222,1612,15,260,2025-05-15 18:37:37,2025-05-15 19:03:37,Delivered,Card,20
223,2676,5,137,2026-06-19 20:18:33,2026-06-19 20:44:33,Delivered,Cash,20
224,1893,8,136,2024-11-30 19:09:50,2024-11-30 20:06:50,Delivered,Cash,20
225,1797,11,338,2026-04-02 17:13:38,2026-04-02 17:54:38,Delivered,Card,15
226,1890,2,17,2026-01-13 01:14:43,2026-01-13 02:29:43,Delivered,Wallet,15
227,155,17,22,2025-07-24 21:11:21,2025-07-24 21:46:21,Delivered,Cash,25
228,1032,12,69,2025-04-17 00:25:30,2025-04-17 01:21:30,Delivered,Cash,20
229,1237,19,42,2024-09-19 07:56:51,2024-09-19 09:11:51,Delivered,Cash,15
230,210,13,213,2025-02-14 00:37:15,2025-02-14 01:20:15,Delivered,Card,15
231,1484,2,110,2026-02-03 02:56:27,2026-02-03 03:29:27,Cancelled,Card,25
232,233,20,121,2026-04-19 08:05:25,2026-04-19 08:56:25,Delivered,Cash,15
233,446,20,97,2026-03-08 15:56:34,2026-03-08 16:37:34,Failed,Card,25
234,2107,17,182,2026-01-02 01:24:32,2026-01-02 01:59:32,Delivered,Wallet,20
235,762,7,65,2025-03-25 08:28:13,2025-03-25 09:15:13,Delivered,Card,35
236,571,13,127,2026-02-02 14:27:06,2026-02-02 15:29:06,Delivered,Cash,30
237,687,15,188,2024-08-17 22:06:19,2024-08-17 23:12:19,Delivered,Cash,15
238,1563,2,306,2025-09-16 11:43:04,2025-09-16 12:16:04,Delivered,Cash,35
239,2273,11,238,2025-05-10 10:19:57,2025-05-10 10:51:57,Delivered,Cash,25
240,2587,8,362,2025-09-11 01:36:05,2025-09-11 02:22:05,Delivered,Cash,30
241,2957,18,25,2024-07-22 02:55:36,2024-07-22 03:22:36,Delivered,Card,20
242,1069,2,110,2025-01-24 13:03:37,2025-01-24 13:24:37,Delivered,Card,15
243,698,11,266,2025-05-10 05:36:13,2025-05-10 06:42:13,Cancelled,Card,15
244,903,2,98,2025-07-29 14:18:31,2025-07-29 14:58:31,Delivered,Card,25
245,2712,10,238,2025-10-02 01:21:27,2025-10-02 02:27:27,Delivered,Wallet,35
246,1611,12,283,2024-12-03 14:24:27,2024-12-03 14:49:27,Delivered,Cash,20
247,2581,17,15,2026-02-15 04:00:00,2026-02-15 04:23:00,Delivered,Card,20
248,1586,2,224,2026-02-17 15:38:10,2026-02-17 16:53:10,Delivered,Cash,30
249,387,4,199,2025-08-20 21:06:18,2025-08-20 22:13:18,Cancelled,Cash,20
250,551,18,71,2025-07-18 16:14:02,2025-07-18 16:34:02,Delivered,Wallet,35
251,19,2,296,2026-06-12 00:54:57,2026-06-12 01:31:57,Delivered,Cash,15
252,1460,15,322,2025-03-12 07:48:05,2025-03-12 08:43:05,Delivered,Wallet,30
253,1600,4,343,2025-12-27 17:13:00,2025-12-27 17:51:00,Delivered,Cash,20
254,2559,12,85,2025-06-26 22:38:16,2025-06-26 23:23:16,Delivered,Cash,30
255,1565,7,381,2024-08-04 23:18:47,2024-08-05 00:20:47,Delivered,Wallet,30
256,437,4,39,2025-11-02 21:49:00,2025-11-02 22:33:00,Delivered,Cash,35
257,2183,9,291,2025-09-26 15:48:44,2025-09-26 16:46:44,Delivered,Cash,35
258,2890,10,261,2025-07-09 03:24:45,2025-07-09 04:11:45,Delivered,Cash,20
259,1981,4,267,2025-05-26 13:19:35,2025-05-26 14:27:35,Delivered,Cash,30
260,862,6,282,2026-04-26 22:43:23,2026-04-26 23:50:23,Delivered,Cash,20
261,2020,12,59,2026-06-11 21:50:33,2026-06-11 22:33:33,Delivered,Card,35
262,575,12,87,2025-08-30 18:38:55,2025-08-30 19:39:55,Delivered,Card,30
263,1704,11,149,2026-01-08 04:05:00,2026-01-08 04:39:00,Delivered,Card,35
264,963,3,347,2025-08-04 06:57:29,2025-08-04 08:00:29,Delivered,Card,30
265,1649,20,265,2025-02-23 08:00:17,2025-02-23 08:50:17,Delivered,Cash,30
266,2061,10,166,2024-10-11 04:38:32,2024-10-11 05:14:32,Delivered,Card,25
267,1350,20,35,2025-08-17 23:25:09,2025-08-18 00:23:09,Delivered,Card,20
268,2205,19,350,2025-05-14 07:35:00,2025-05-14 08:12:00,Delivered,Cash,30
269,1843,20,355,2025-05-11 23:19:52,2025-05-11 23:46:52,Delivered,Wallet,15
270,1981,11,340,2025-03-27 17:35:49,2025-03-27 18:34:49,Delivered,Card,25
271,1288,2,66,2026-04-01 22:21:11,2026-04-01 23:14:11,Delivered,Card,25
272,671,14,122,2025-12-12 16:48:28,2025-12-12 17:34:28,Delivered,Card,15
273,173,14,394,2025-05-09 00:38:37,2025-05-09 01:05:37,Delivered,Cash,20
274,706,1,204,2024-11-20 15:59:58,2024-11-20 17:07:58,Delivered,Cash,20
275,999,20,190,2025-04-17 18:41:03,2025-04-17 19:18:03,Delivered,Card,20
276,592,2,296,2025-08-13 19:04:12,2025-08-13 19:55:12,Delivered,Cash,25
277,818,18,329,2026-07-07 04:20:16,2026-07-07 05:29:16,Delivered,Card,25
278,2616,19,250,2025-01-18 06:11:59,2025-01-18 06:31:59,Delivered,Cash,30
279,2228,15,263,2026-06-05 13:31:12,2026-06-05 13:56:12,Delivered,Wallet,20
280,2455,16,32,2025-04-07 18:08:28,2025-04-07 19:23:28,Delivered,Cash,30
281,397,20,38,2025-10-19 04:21:19,2025-10-19 05:09:19,Delivered,Cash,15
282,1384,7,31,2026-05-11 01:02:26,2026-05-11 01:46:26,Delivered,Cash,15
283,789,13,321,2024-12-06 20:49:01,2024-12-06 21:13:01,Delivered,Card,30
284,52,20,133,2026-04-02 11:21:30,2026-04-02 12:36:30,Delivered,Card,25
285,2273,11,130,2025-09-25 17:03:02,2025-09-25 18:04:02,Delivered,Card,25
286,2524,17,184,2025-02-25 14:57:06,2025-02-25 15:21:06,Delivered,Card,30
287,2232,2,296,2024-10-07 16:32:41,2024-10-07 17:45:41,Delivered,Card,15
288,1516,7,369,2026-04-14 02:48:14,2026-04-14 03:41:14,Delivered,Card,15
289,680,17,30,2025-11-20 04:20:41,2025-11-20 04:44:41,Delivered,Card,20
290,1510,12,319,2026-06-25 16:53:45,2026-06-25 17:56:45,Delivered,Cash,35
291,798,14,382,2026-07-07 21:29:58,2026-07-07 22:11:58,Delivered,Card,15
292,1689,6,81,2024-07-22 14:33:41,2024-07-22 15:02:41,Delivered,Cash,20
293,2884,4,129,2024-11-14 03:53:53,2024-11-14 04:32:53,Delivered,Cash,35
294,713,19,80,2025-07-19 08:48:33,2025-07-19 10:02:33,Delivered,Cash,35
295,1869,20,77,2025-08-28 07:52:57,2025-08-28 08:55:57,Cancelled,Cash,15
296,572,17,49,2025-06-18 04:16:27,2025-06-18 05:05:27,Delivered,Card,25
297,2204,17,133,2025-09-01 18:03:05,2025-09-01 18:27:05,Delivered,Card,25
298,439,4,251,2025-10-21 06:54:58,2025-10-21 07:41:58,Delivered,Card,20
299,2855,5,37,2026-06-07 12:25:31,2026-06-07 13:31:31,Delivered,Card,30
300,605,12,48,2025-06-09 15:04:51,2025-06-09 15:48:51,Delivered,Cash,30
301,386,20,233,2025-07-05 07:45:37,2025-07-05 08:51:37,Delivered,Card,35
302,2669,14,382,2024-12-13 06:36:45,2024-12-13 07:49:45,Delivered,Cash,30
303,1541,2,53,2026-04-18 16:34:01,2026-04-18 17:25:01,Delivered,Cash,15
304,2560,7,147,2025-06-29 22:23:07,2025-06-29 22:53:07,Delivered,Card,30
305,2583,4,126,2024-08-01 12:29:41,2024-08-01 13:13:41,Delivered,Card,20
306,2013,12,3,2024-10-25 10:03:43,2024-10-25 10:39:43,Delivered,Card,35
